"depvar","income","agehed","rooms","region","ic","oc","idx.household","idx.heating"
FALSE,6,45,3,"scostl", 865.60,155.170,217,gr
FALSE,6,45,3,"scostl",1143.50,231.350,217,hp
FALSE,5,65,7,"scostl", 801.40,424.000,218,ec
FALSE,5,65,7,"scostl", 962.72,403.660,218,er
TRUE,5,65,7,"scostl", 818.01,182.390,218,gc
FALSE,5,65,7,"scostl", 800.88,180.790,218,gr
FALSE,5,65,7,"scostl", 943.48,199.010,218,hp
FALSE,5,50,6,"valley", 844.22,606.030,219,ec
FALSE,5,50,6,"valley",1207.30,501.210,219,er
TRUE,5,50,6,"valley", 893.89,205.010,219,gc
FALSE,5,50,6,"valley",1173.80,194.930,219,gr
FALSE,5,50,6,"valley",1229.90,292.230,219,hp
FALSE,6,30,4,"mountn",1078.40,551.310,220,ec
FALSE,6,30,4,"mountn",1126.60,462.380,220,er
TRUE,6,30,4,"mountn", 869.83,185.770,220,gc
FALSE,6,30,4,"mountn",1085.50,194.460,220,gr
FALSE,6,30,4,"mountn",1230.70,258.260,220,hp
FALSE,3,45,2,"valley", 869.18,460.150,221,ec
FALSE,3,45,2,"valley",1094.50,482.900,221,er
TRUE,3,45,2,"valley", 897.46,185.790,221,gc
FALSE,3,45,2,"valley",1074.90,150.520,221,gr
FALSE,3,45,2,"valley",1218.40,247.180,221,hp
TRUE,5,50,5,"ncostl", 871.97,439.000,222,ec
FALSE,5,50,5,"ncostl",1085.70,500.290,222,er
FALSE,5,50,5,"ncostl", 853.55,185.230,222,gc
FALSE,5,50,5,"ncostl", 946.16,169.450,222,gr
FALSE,5,50,5,"ncostl",1264.00,222.540,222,hp
FALSE,7,60,7,"valley", 893.40,559.430,223,ec
FALSE,7,60,7,"valley",1076.10,460.130,223,er
TRUE,7,60,7,"valley", 866.98,199.470,223,gc
FALSE,7,60,7,"valley",1088.50,172.270,223,gr
FALSE,7,60,7,"valley",1112.20,221.260,223,hp
FALSE,2,50,5,"scostl", 881.21,595.970,224,ec
FALSE,2,50,5,"scostl", 938.53,445.520,224,er
TRUE,2,50,5,"scostl", 814.83,162.270,224,gc
FALSE,2,50,5,"scostl", 937.55,157.380,224,gr
FALSE,2,50,5,"scostl", 999.68,229.410,224,hp
FALSE,3,65,3,"mountn", 819.27,461.210,225,ec
FALSE,3,65,3,"mountn",1102.40,531.350,225,er
TRUE,3,65,3,"mountn", 927.64,156.130,225,gc
FALSE,3,65,3,"mountn",1024.00,172.820,225,gr
FALSE,3,65,3,"mountn",1191.50,247.930,225,hp
FALSE,7,45,6,"scostl", 867.30,533.160,226,ec
FALSE,7,45,6,"scostl",1048.20,452.020,226,er
TRUE,7,45,6,"scostl", 799.50,176.830,226,gc
FALSE,7,45,6,"scostl", 965.20,153.370,226,gr
FALSE,7,45,6,"scostl", 987.64,248.850,226,hp
FALSE,5,35,5,"valley", 866.93,434.660,227,ec
FALSE,5,35,5,"valley", 908.78,449.980,227,er
TRUE,5,35,5,"valley", 792.17,151.900,227,gc
FALSE,5,35,5,"valley", 891.63,141.420,227,gr
FALSE,5,35,5,"valley", 924.60,195.800,227,hp
FALSE,3,65,4,"ncostl", 838.84,504.090,228,ec
FALSE,3,65,4,"ncostl", 967.88,437.240,228,er
TRUE,3,65,4,"ncostl", 770.33,152.900,228,gc
FALSE,3,65,4,"ncostl", 918.49,134.900,228,gr
FALSE,3,65,4,"ncostl", 988.41,222.030,228,hp
FALSE,5,30,3,"scostl", 845.99,611.960,229,ec
FALSE,5,30,3,"scostl",1133.00,529.610,229,er
TRUE,5,30,3,"scostl", 923.22,203.160,229,gc
FALSE,5,30,3,"scostl",1113.90,195.480,229,gr
FALSE,5,30,3,"scostl",1267.90,255.210,229,hp
FALSE,7,55,5,"mountn", 747.24,529.540,230,ec
TRUE,7,55,5,"mountn", 960.07,437.900,230,er
FALSE,7,55,5,"mountn", 877.72,176.430,230,gc
FALSE,7,55,5,"mountn",1012.00,172.990,230,gr
FALSE,7,55,5,"mountn",1126.70,216.350,230,hp
FALSE,4,55,2,"mountn", 611.82,377.690,231,ec
FALSE,4,55,2,"mountn", 900.03,274.670,231,er
TRUE,4,55,2,"mountn", 710.54,147.070,231,gc
FALSE,4,55,2,"mountn", 829.03,139.780,231,gr
FALSE,4,55,2,"mountn", 806.29,169.980,231,hp
FALSE,5,50,7,"ncostl", 772.32,397.170,232,ec
FALSE,5,50,7,"ncostl", 672.55,397.710,232,er
TRUE,5,50,7,"ncostl", 712.01,162.720,232,gc
FALSE,5,50,7,"ncostl", 928.77,157.260,232,gr
FALSE,5,50,7,"ncostl", 954.25,232.870,232,hp
FALSE,2,55,7,"scostl", 970.30,543.320,233,ec
FALSE,2,55,7,"scostl",1098.10,463.740,233,er
TRUE,2,55,7,"scostl", 910.68,218.360,233,gc
FALSE,2,55,7,"scostl", 916.21,174.830,233,gr
FALSE,2,55,7,"scostl",1117.80,251.390,233,hp
FALSE,7,60,3,"valley", 950.57,503.890,234,ec
FALSE,7,60,3,"valley",1134.30,447.690,234,er
TRUE,7,60,3,"valley", 829.19,169.750,234,gc
FALSE,7,60,3,"valley", 915.00,171.730,234,gr
FALSE,7,60,3,"valley",1074.50,211.280,234,hp
FALSE,7,50,2,"scostl", 791.73,474.160,235,ec
FALSE,7,50,2,"scostl", 980.81,471.140,235,er
TRUE,7,50,2,"scostl", 894.18,166.230,235,gc
FALSE,7,50,2,"scostl", 955.61,145.290,235,gr
FALSE,7,50,2,"scostl",1075.10,224.110,235,hp
FALSE,3,30,3,"scostl", 749.70,361.470,236,ec
FALSE,3,30,3,"scostl", 929.75,421.420,236,er
FALSE,3,30,3,"scostl", 788.50,160.020,236,gc
TRUE,3,30,3,"scostl", 910.04,133.400,236,gr
FALSE,3,30,3,"scostl",1083.20,221.400,236,hp
FALSE,6,55,6,"scostl", 833.31,407.640,237,ec
FALSE,6,55,6,"scostl", 904.60,357.750,237,er
TRUE,6,55,6,"scostl", 728.18,167.450,237,gc
FALSE,6,55,6,"scostl", 695.28,149.340,237,gr
FALSE,6,55,6,"scostl", 865.39,199.030,237,hp
TRUE,5,60,2,"valley", 671.99,427.740,238,ec
FALSE,5,60,2,"valley", 777.71,320.460,238,er
FALSE,5,60,2,"valley", 690.79,156.500,238,gc
FALSE,5,60,2,"valley", 721.42,130.260,238,gr
FALSE,5,60,2,"valley", 770.33,170.430,238,hp
FALSE,4,30,5,"ncostl", 997.63,568.850,239,ec
FALSE,4,30,5,"ncostl",1173.40,490.720,239,er
TRUE,4,30,5,"ncostl", 805.87,176.890,239,gc
FALSE,4,30,5,"ncostl", 847.48,156.630,239,gr
FALSE,4,30,5,"ncostl", 959.95,203.230,239,hp
FALSE,3,60,5,"scostl", 800.93,489.610,240,ec
FALSE,3,60,5,"scostl",1052.80,406.710,240,er
TRUE,3,60,5,"scostl", 824.04,171.420,240,gc
FALSE,3,60,5,"scostl", 928.98,148.750,240,gr
FALSE,3,60,5,"scostl",1028.70,249.910,240,hp
FALSE,4,30,7,"ncostl", 935.84,517.020,241,ec
FALSE,4,30,7,"ncostl",1013.50,436.580,241,er
TRUE,4,30,7,"ncostl", 838.86,173.650,241,gc
FALSE,4,30,7,"ncostl", 890.02,172.390,241,gr
FALSE,4,30,7,"ncostl",1148.10,239.410,241,hp
FALSE,5,60,6,"valley", 855.05,428.000,242,ec
FALSE,5,60,6,"valley", 813.19,375.640,242,er
TRUE,5,60,6,"valley", 734.11,160.170,242,gc
FALSE,5,60,6,"valley", 828.67,149.270,242,gr
FALSE,5,60,6,"valley", 961.38,201.140,242,hp
FALSE,7,50,4,"scostl",1077.20,568.570,243,ec
FALSE,7,50,4,"scostl",1271.30,462.070,243,er
TRUE,7,50,4,"scostl", 978.23,192.980,243,gc
FALSE,7,50,4,"scostl",1244.50,188.670,243,gr
FALSE,7,50,4,"scostl",1183.90,263.150,243,hp
FALSE,3,50,6,"scostl", 859.88,435.380,244,ec
FALSE,3,50,6,"scostl",1042.40,395.070,244,er
FALSE,3,50,6,"scostl", 650.74,165.970,244,gc
TRUE,3,50,6,"scostl", 941.36,158.000,244,gr
FALSE,3,50,6,"scostl", 933.15,231.180,244,hp
FALSE,4,20,6,"ncostl", 696.95,514.550,245,ec
FALSE,4,20,6,"ncostl",1005.50,342.400,245,er
TRUE,4,20,6,"ncostl", 787.95,167.340,245,gc
FALSE,4,20,6,"ncostl", 838.10,145.630,245,gr
FALSE,4,20,6,"ncostl", 944.22,229.640,245,hp
FALSE,7,45,4,"ncostl", 792.32,468.840,246,ec
FALSE,7,45,4,"ncostl", 928.82,377.260,246,er
TRUE,7,45,4,"ncostl", 720.02,178.240,246,gc
FALSE,7,45,4,"ncostl", 833.69,152.150,246,gr
FALSE,7,45,4,"ncostl",1024.30,215.440,246,hp
FALSE,5,65,2,"scostl", 928.84,542.680,247,ec
FALSE,5,65,2,"scostl",1138.00,447.520,247,er
FALSE,5,65,2,"scostl", 874.22,188.000,247,gc
TRUE,5,65,2,"scostl", 967.58,173.560,247,gr
FALSE,5,65,2,"scostl",1208.10,228.480,247,hp
FALSE,5,20,2,"ncostl", 548.36,328.480,248,ec
FALSE,5,20,2,"ncostl", 810.67,351.530,248,er
TRUE,5,20,2,"ncostl", 542.23,116.000,248,gc
FALSE,5,20,2,"ncostl", 705.08,110.320,248,gr
FALSE,5,20,2,"ncostl", 826.06,148.940,248,hp
FALSE,3,30,3,"scostl", 820.16,447.490,249,ec
TRUE,3,30,3,"scostl", 969.93,484.120,249,er
FALSE,3,30,3,"scostl", 731.08,175.240,249,gc
FALSE,3,30,3,"scostl", 947.41,145.130,249,gr
FALSE,3,30,3,"scostl", 958.49,241.280,249,hp
TRUE,3,65,6,"ncostl", 721.26,401.920,250,ec
FALSE,3,65,6,"ncostl", 920.99,366.300,250,er
FALSE,3,65,6,"ncostl", 600.29,142.420,250,gc
FALSE,3,65,6,"ncostl", 772.63,137.130,250,gr
FALSE,3,65,6,"ncostl", 956.48,178.500,250,hp
TRUE,4,50,4,"mountn", 744.33,443.210,251,ec
FALSE,4,50,4,"mountn", 973.68,332.490,251,er
FALSE,4,50,4,"mountn", 720.23,161.830,251,gc
FALSE,4,50,4,"mountn", 781.31,168.470,251,gr
FALSE,4,50,4,"mountn", 825.02,212.460,251,hp
FALSE,3,20,7,"scostl", 831.10,413.130,252,ec
FALSE,3,20,7,"scostl", 905.93,365.690,252,er
FALSE,3,20,7,"scostl", 736.05,142.200,252,gc
FALSE,3,20,7,"scostl", 800.06,151.610,252,gr
TRUE,3,20,7,"scostl", 758.72,202.900,252,hp
FALSE,2,60,7,"ncostl", 662.38,400.810,253,ec
FALSE,2,60,7,"ncostl",1012.20,364.890,253,er
TRUE,2,60,7,"ncostl", 681.14,154.020,253,gc
FALSE,2,60,7,"ncostl", 860.54,136.940,253,gr
FALSE,2,60,7,"ncostl", 962.58,194.080,253,hp
FALSE,5,30,4,"mountn", 741.66,484.880,254,ec
FALSE,5,30,4,"mountn", 834.06,396.630,254,er
TRUE,5,30,4,"mountn", 646.85,170.700,254,gc
FALSE,5,30,4,"mountn", 829.19,143.790,254,gr
FALSE,5,30,4,"mountn",1016.30,225.240,254,hp
FALSE,2,60,2,"scostl", 898.63,507.360,255,ec
FALSE,2,60,2,"scostl",1263.80,500.190,255,er
TRUE,2,60,2,"scostl", 933.56,194.260,255,gc
FALSE,2,60,2,"scostl", 991.03,169.650,255,gr
FALSE,2,60,2,"scostl",1093.80,224.200,255,hp
FALSE,6,40,7,"valley", 813.86,487.660,256,ec
FALSE,6,40,7,"valley",1014.20,425.830,256,er
TRUE,6,40,7,"valley", 871.60,175.220,256,gc
FALSE,6,40,7,"valley", 804.32,160.300,256,gr
FALSE,6,40,7,"valley", 889.44,228.880,256,hp
FALSE,2,65,7,"ncostl", 981.34,535.160,257,ec
FALSE,2,65,7,"ncostl",1204.10,509.910,257,er
TRUE,2,65,7,"ncostl", 884.58,199.410,257,gc
FALSE,2,65,7,"ncostl",1074.80,186.660,257,gr
FALSE,2,65,7,"ncostl",1369.40,232.760,257,hp
FALSE,2,60,4,"valley", 640.26,423.950,258,ec
TRUE,2,60,4,"valley", 831.63,333.720,258,er
FALSE,2,60,4,"valley", 630.79,141.150,258,gc
FALSE,2,60,4,"valley", 823.18,153.870,258,gr
FALSE,2,60,4,"valley", 853.47,165.360,258,hp
FALSE,7,35,2,"ncostl", 813.66,451.700,259,ec
FALSE,7,35,2,"ncostl", 988.02,434.160,259,er
TRUE,7,35,2,"ncostl", 732.12,159.630,259,gc
FALSE,7,35,2,"ncostl", 948.08,143.010,259,gr
FALSE,7,35,2,"ncostl", 997.33,225.520,259,hp
FALSE,6,25,2,"scostl", 547.49,379.720,260,ec
FALSE,6,25,2,"scostl", 658.38,324.110,260,er
FALSE,6,25,2,"scostl", 517.94,115.240,260,gc
TRUE,6,25,2,"scostl", 672.57, 96.281,260,gr
FALSE,6,25,2,"scostl", 761.02,131.520,260,hp
FALSE,7,20,7,"scostl", 695.15,405.560,261,ec
FALSE,7,20,7,"scostl", 836.76,398.010,261,er
FALSE,7,20,7,"scostl", 750.95,170.010,261,gc
TRUE,7,20,7,"scostl", 835.25,153.960,261,gr
FALSE,7,20,7,"scostl", 906.18,177.480,261,hp
FALSE,2,65,4,"scostl", 713.75,414.150,262,ec
FALSE,2,65,4,"scostl", 966.32,404.630,262,er
FALSE,2,65,4,"scostl", 676.59,157.460,262,gc
TRUE,2,65,4,"scostl", 676.19,109.570,262,gr
FALSE,2,65,4,"scostl", 864.39,177.200,262,hp
FALSE,6,60,6,"ncostl", 905.57,509.000,263,ec
FALSE,6,60,6,"ncostl", 870.51,414.150,263,er
TRUE,6,60,6,"ncostl", 745.20,182.720,263,gc
FALSE,6,60,6,"ncostl", 904.73,154.080,263,gr
FALSE,6,60,6,"ncostl",1149.30,239.240,263,hp
FALSE,2,50,3,"ncostl", 726.00,445.240,264,ec
FALSE,2,50,3,"ncostl", 802.66,334.260,264,er
TRUE,2,50,3,"ncostl", 698.35,156.940,264,gc
FALSE,2,50,3,"ncostl", 820.15,145.790,264,gr
FALSE,2,50,3,"ncostl", 796.82,196.510,264,hp
FALSE,7,30,6,"scostl", 974.93,498.300,265,ec
FALSE,7,30,6,"scostl",1134.50,459.800,265,er
TRUE,7,30,6,"scostl", 837.62,185.790,265,gc
FALSE,7,30,6,"scostl", 889.34,161.610,265,gr
FALSE,7,30,6,"scostl",1089.80,253.070,265,hp
FALSE,5,60,4,"valley", 764.99,455.820,266,ec
FALSE,5,60,4,"valley",1029.00,438.160,266,er
FALSE,5,60,4,"valley", 698.01,194.930,266,gc
TRUE,5,60,4,"valley", 929.45,149.490,266,gr
FALSE,5,60,4,"valley",1109.90,207.920,266,hp
FALSE,2,40,3,"ncostl", 781.97,473.850,267,ec
FALSE,2,40,3,"ncostl",1042.90,434.070,267,er
TRUE,2,40,3,"ncostl", 862.79,172.520,267,gc
FALSE,2,40,3,"ncostl",1044.70,155.930,267,gr
FALSE,2,40,3,"ncostl", 936.76,226.740,267,hp
FALSE,5,30,2,"valley", 833.92,456.800,268,ec
FALSE,5,30,2,"valley",1070.60,393.920,268,er
TRUE,5,30,2,"valley", 752.24,166.100,268,gc
FALSE,5,30,2,"valley",1034.60,156.780,268,gr
FALSE,5,30,2,"valley",1072.20,232.220,268,hp
FALSE,4,65,2,"valley", 760.21,470.870,269,ec
FALSE,4,65,2,"valley",1062.30,425.450,269,er
TRUE,4,65,2,"valley", 701.71,205.550,269,gc
FALSE,4,65,2,"valley", 984.66,150.110,269,gr
FALSE,4,65,2,"valley", 963.61,225.300,269,hp
FALSE,5,25,6,"ncostl", 930.12,535.120,270,ec
FALSE,5,25,6,"ncostl", 823.09,393.810,270,er
TRUE,5,25,6,"ncostl", 889.35,192.310,270,gc
FALSE,5,25,6,"ncostl",1107.00,157.670,270,gr
FALSE,5,25,6,"ncostl",1204.70,257.380,270,hp
FALSE,4,65,7,"scostl", 690.81,453.450,271,ec
FALSE,4,65,7,"scostl", 867.46,438.260,271,er
TRUE,4,65,7,"scostl", 790.05,183.060,271,gc
FALSE,4,65,7,"scostl", 982.79,150.840,271,gr
FALSE,4,65,7,"scostl",1126.50,208.900,271,hp
FALSE,2,40,5,"scostl", 743.53,447.320,272,ec
FALSE,2,40,5,"scostl", 886.04,366.820,272,er
TRUE,2,40,5,"scostl", 647.77,155.070,272,gc
FALSE,2,40,5,"scostl", 863.71,128.380,272,gr
FALSE,2,40,5,"scostl",1136.70,199.060,272,hp
FALSE,6,65,3,"scostl", 746.07,360.220,273,ec
FALSE,6,65,3,"scostl", 838.46,333.120,273,er
FALSE,6,65,3,"scostl", 666.04,147.500,273,gc
TRUE,6,65,3,"scostl", 784.55,150.050,273,gr
FALSE,6,65,3,"scostl",1025.80,172.870,273,hp
FALSE,5,30,6,"scostl", 765.49,451.820,274,ec
FALSE,5,30,6,"scostl", 988.72,440.080,274,er
TRUE,5,30,6,"scostl", 760.58,162.600,274,gc
FALSE,5,30,6,"scostl", 932.89,152.100,274,gr
FALSE,5,30,6,"scostl", 953.73,232.280,274,hp
FALSE,6,60,6,"scostl", 568.02,415.480,275,ec
FALSE,6,60,6,"scostl", 834.82,318.780,275,er
TRUE,6,60,6,"scostl", 517.82,137.610,275,gc
FALSE,6,60,6,"scostl", 601.96, 97.743,275,gr
FALSE,6,60,6,"scostl", 916.08,176.030,275,hp
FALSE,4,35,2,"valley", 818.47,511.620,276,ec
FALSE,4,35,2,"valley",1171.40,524.370,276,er
TRUE,4,35,2,"valley", 915.06,191.890,276,gc
FALSE,4,35,2,"valley", 944.35,172.730,276,gr
FALSE,4,35,2,"valley",1209.40,231.360,276,hp
FALSE,3,20,3,"valley", 733.77,458.830,277,ec
FALSE,3,20,3,"valley", 909.10,367.780,277,er
TRUE,3,20,3,"valley", 638.85,145.740,277,gc
FALSE,3,20,3,"valley", 737.19,144.980,277,gr
FALSE,3,20,3,"valley", 927.11,182.820,277,hp
FALSE,6,60,6,"valley", 759.85,430.390,278,ec
FALSE,6,60,6,"valley", 983.98,421.260,278,er
TRUE,6,60,6,"valley", 820.44,162.520,278,gc
FALSE,6,60,6,"valley",1049.90,166.110,278,gr
FALSE,6,60,6,"valley",1258.00,245.450,278,hp
FALSE,4,25,5,"scostl", 834.63,491.210,279,ec
FALSE,4,25,5,"scostl",1112.30,488.440,279,er
FALSE,4,25,5,"scostl", 793.75,181.520,279,gc
TRUE,4,25,5,"scostl", 921.46,158.980,279,gr
FALSE,4,25,5,"scostl",1025.30,203.960,279,hp
FALSE,4,35,2,"ncostl", 503.20,276.450,280,ec
FALSE,4,35,2,"ncostl", 592.88,294.000,280,er
TRUE,4,35,2,"ncostl", 577.96,111.940,280,gc
FALSE,4,35,2,"ncostl", 669.89, 85.215,280,gr
FALSE,4,35,2,"ncostl", 724.34,189.590,280,hp
FALSE,6,60,4,"ncostl", 830.13,594.300,281,ec
FALSE,6,60,4,"ncostl",1156.80,490.700,281,er
TRUE,6,60,4,"ncostl", 915.75,199.820,281,gc
FALSE,6,60,4,"ncostl",1128.40,192.980,281,gr
FALSE,6,60,4,"ncostl",1355.90,251.940,281,hp
FALSE,5,50,4,"scostl", 890.08,487.470,282,ec
FALSE,5,50,4,"scostl",1077.90,432.310,282,er
TRUE,5,50,4,"scostl", 703.58,165.270,282,gc
FALSE,5,50,4,"scostl", 976.00,168.200,282,gr
FALSE,5,50,4,"scostl",1182.30,222.520,282,hp
FALSE,2,40,3,"ncostl", 801.76,506.170,283,ec
FALSE,2,40,3,"ncostl",1022.70,490.010,283,er
FALSE,2,40,3,"ncostl", 973.44,162.240,283,gc
FALSE,2,40,3,"ncostl", 854.95,179.010,283,gr
TRUE,2,40,3,"ncostl",1201.40,287.520,283,hp
TRUE,3,45,3,"mountn", 469.61,347.750,284,ec
FALSE,3,45,3,"mountn", 757.71,266.920,284,er
FALSE,3,45,3,"mountn", 574.09,122.200,284,gc
FALSE,3,45,3,"mountn", 574.94,109.760,284,gr
FALSE,3,45,3,"mountn", 853.30,168.980,284,hp
FALSE,4,60,6,"scostl", 871.74,631.830,285,ec
FALSE,4,60,6,"scostl",1032.00,459.840,285,er
TRUE,4,60,6,"scostl", 953.99,234.040,285,gc
FALSE,4,60,6,"scostl",1171.50,203.680,285,gr
FALSE,4,60,6,"scostl",1315.80,274.880,285,hp
FALSE,7,25,7,"mountn", 735.84,445.160,286,ec
TRUE,7,25,7,"mountn", 945.80,440.280,286,er
FALSE,7,25,7,"mountn", 709.93,192.390,286,gc
FALSE,7,25,7,"mountn", 904.05,136.860,286,gr
FALSE,7,25,7,"mountn", 964.59,222.090,286,hp
FALSE,4,60,7,"scostl", 707.68,442.370,287,ec
FALSE,4,60,7,"scostl", 921.81,411.690,287,er
FALSE,4,60,7,"scostl", 752.96,181.680,287,gc
TRUE,4,60,7,"scostl", 953.48,142.730,287,gr
FALSE,4,60,7,"scostl",1038.50,235.720,287,hp
FALSE,5,25,6,"scostl", 805.33,498.770,288,ec
TRUE,5,25,6,"scostl", 937.27,376.040,288,er
FALSE,5,25,6,"scostl", 771.37,161.920,288,gc
FALSE,5,25,6,"scostl", 810.06,156.550,288,gr
FALSE,5,25,6,"scostl",1038.90,237.600,288,hp
FALSE,7,60,7,"scostl", 728.83,523.680,289,ec
FALSE,7,60,7,"scostl", 907.28,479.980,289,er
TRUE,7,60,7,"scostl", 846.21,167.540,289,gc
FALSE,7,60,7,"scostl",1030.30,146.890,289,gr
FALSE,7,60,7,"scostl", 989.24,207.130,289,hp
FALSE,6,40,7,"valley", 759.33,474.950,290,ec
FALSE,6,40,7,"valley", 882.35,454.780,290,er
FALSE,6,40,7,"valley", 806.19,189.630,290,gc
TRUE,6,40,7,"valley", 903.01,135.410,290,gr
FALSE,6,40,7,"valley", 928.98,220.000,290,hp
FALSE,2,20,3,"scostl",1121.50,577.340,291,ec
FALSE,2,20,3,"scostl",1163.30,545.450,291,er
TRUE,2,20,3,"scostl",1060.70,226.070,291,gc
FALSE,2,20,3,"scostl",1286.20,194.130,291,gr
FALSE,2,20,3,"scostl",1399.50,255.740,291,hp
FALSE,5,30,7,"scostl", 553.67,334.790,292,ec
FALSE,5,30,7,"scostl", 649.32,371.590,292,er
FALSE,5,30,7,"scostl", 618.22,133.690,292,gc
TRUE,5,30,7,"scostl", 599.51,118.880,292,gr
FALSE,5,30,7,"scostl", 645.18,187.330,292,hp
TRUE,4,60,5,"valley", 972.53,571.360,293,ec
FALSE,4,60,5,"valley",1048.10,514.030,293,er
FALSE,4,60,5,"valley", 880.03,226.760,293,gc
FALSE,4,60,5,"valley",1099.60,166.870,293,gr
FALSE,4,60,5,"valley",1238.40,276.890,293,hp
TRUE,6,40,6,"ncostl",1013.30,517.780,294,ec
FALSE,6,40,6,"ncostl",1133.30,464.220,294,er
FALSE,6,40,6,"ncostl", 833.18,216.100,294,gc
FALSE,6,40,6,"ncostl",1033.70,160.900,294,gr
FALSE,6,40,6,"ncostl", 972.81,205.100,294,hp
FALSE,6,55,6,"valley", 659.64,289.070,295,ec
FALSE,6,55,6,"valley", 810.42,268.860,295,er
FALSE,6,55,6,"valley", 594.71,144.900,295,gc
FALSE,6,55,6,"valley", 737.90,119.620,295,gr
TRUE,6,55,6,"valley", 765.11,136.460,295,hp
FALSE,5,25,6,"valley", 950.06,592.320,296,ec
FALSE,5,25,6,"valley",1162.10,575.350,296,er
TRUE,5,25,6,"valley", 989.79,235.970,296,gc
FALSE,5,25,6,"valley",1121.80,177.480,296,gr
FALSE,5,25,6,"valley",1432.60,270.850,296,hp
FALSE,4,40,5,"ncostl",1172.20,668.920,297,ec
FALSE,4,40,5,"ncostl",1378.50,607.310,297,er
TRUE,4,40,5,"ncostl",1158.90,240.520,297,gc
FALSE,4,40,5,"ncostl",1344.00,227.920,297,gr
FALSE,4,40,5,"ncostl",1679.80,318.070,297,hp
FALSE,5,55,7,"mountn", 908.33,512.510,298,ec
FALSE,5,55,7,"mountn",1001.50,396.630,298,er
TRUE,5,55,7,"mountn", 666.75,197.290,298,gc
FALSE,5,55,7,"mountn", 752.06,162.110,298,gr
FALSE,5,55,7,"mountn", 922.44,194.560,298,hp
FALSE,6,25,6,"scostl", 805.29,555.260,299,ec
FALSE,6,25,6,"scostl", 904.49,421.670,299,er
TRUE,6,25,6,"scostl", 766.12,151.520,299,gc
FALSE,6,25,6,"scostl", 963.26,149.690,299,gr
FALSE,6,25,6,"scostl",1112.00,201.530,299,hp
FALSE,2,40,5,"scostl", 797.07,464.570,300,ec
FALSE,2,40,5,"scostl", 938.75,368.040,300,er
TRUE,2,40,5,"scostl", 766.58,161.430,300,gc
FALSE,2,40,5,"scostl", 850.07,131.030,300,gr
FALSE,2,40,5,"scostl",1013.30,224.860,300,hp
TRUE,7,35,5,"mountn", 891.78,490.550,301,ec
FALSE,7,35,5,"mountn", 960.32,543.320,301,er
FALSE,7,35,5,"mountn", 851.39,197.270,301,gc
FALSE,7,35,5,"mountn", 897.55,156.700,301,gr
FALSE,7,35,5,"mountn",1073.90,228.180,301,hp
FALSE,6,20,5,"ncostl", 682.94,452.720,302,ec
TRUE,6,20,5,"ncostl", 979.56,363.630,302,er
FALSE,6,20,5,"ncostl", 700.22,165.610,302,gc
FALSE,6,20,5,"ncostl", 939.05,141.800,302,gr
FALSE,6,20,5,"ncostl",1009.90,189.290,302,hp
FALSE,6,45,3,"ncostl", 609.77,483.000,303,ec
FALSE,6,45,3,"ncostl", 812.85,346.410,303,er
TRUE,6,45,3,"ncostl", 612.73,137.820,303,gc
FALSE,6,45,3,"ncostl", 901.77,133.260,303,gr
FALSE,6,45,3,"ncostl", 885.24,198.840,303,hp
FALSE,5,20,2,"ncostl", 780.56,502.500,304,ec
FALSE,5,20,2,"ncostl", 945.21,503.450,304,er
TRUE,5,20,2,"ncostl", 678.97,178.720,304,gc
FALSE,5,20,2,"ncostl", 729.76,150.390,304,gr
FALSE,5,20,2,"ncostl",1185.90,243.520,304,hp
FALSE,2,20,2,"valley", 884.29,522.420,305,ec
FALSE,2,20,2,"valley", 954.86,432.910,305,er
TRUE,2,20,2,"valley", 715.15,179.940,305,gc
FALSE,2,20,2,"valley",1101.80,167.110,305,gr
FALSE,2,20,2,"valley",1153.40,238.480,305,hp
FALSE,7,65,4,"scostl", 659.44,459.050,306,ec
FALSE,7,65,4,"scostl", 846.68,398.770,306,er
TRUE,7,65,4,"scostl", 711.70,149.740,306,gc
FALSE,7,65,4,"scostl", 768.66,143.280,306,gr
FALSE,7,65,4,"scostl", 819.69,156.800,306,hp
FALSE,6,55,5,"valley", 812.97,517.110,307,ec
FALSE,6,55,5,"valley", 994.08,423.170,307,er
TRUE,6,55,5,"valley", 772.10,183.510,307,gc
FALSE,6,55,5,"valley", 944.73,157.860,307,gr
FALSE,6,55,5,"valley",1201.50,216.290,307,hp
FALSE,5,50,6,"mountn", 695.57,465.470,308,ec
FALSE,5,50,6,"mountn", 811.78,350.940,308,er
TRUE,5,50,6,"mountn", 636.67,146.820,308,gc
FALSE,5,50,6,"mountn", 598.09,123.950,308,gr
FALSE,5,50,6,"mountn", 946.63,221.910,308,hp
FALSE,3,25,4,"scostl", 857.28,514.340,309,ec
FALSE,3,25,4,"scostl", 996.70,385.690,309,er
TRUE,3,25,4,"scostl", 712.52,176.480,309,gc
FALSE,3,25,4,"scostl", 969.92,159.610,309,gr
FALSE,3,25,4,"scostl",1051.30,190.580,309,hp
FALSE,7,60,6,"scostl", 787.86,373.040,310,ec
TRUE,7,60,6,"scostl", 845.19,318.460,310,er
FALSE,7,60,6,"scostl", 689.45,165.890,310,gc
FALSE,7,60,6,"scostl", 841.48,121.550,310,gr
FALSE,7,60,6,"scostl", 795.67,197.270,310,hp
FALSE,4,45,3,"valley", 811.48,452.500,311,ec
